,dc_creator,dc_title,dc:publisher,dc_source,dc_identifier
15951,"Brodard, F.-X.",Machine à lier les fagots,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '42', '1952', None, None, '50']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1952:0::116', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1952:0::116', 'doi:10.5169/seals-1005647']"
15952,"Fallet, Marius",Voter sur les portes,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '42', '1952', None, None, '52']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1952:0::119', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1952:0::119', 'doi:10.5169/seals-1005648']"
15953,"Fallet, Marius",Les gardes-foires du Locle et de La Chaux-de-Fonds,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '42', '1952', None, None, '54']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1952:0::122', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1952:0::122', 'doi:10.5169/seals-1005649']"
15954,"Fallet, Marius",Le grenier franc-montagnard,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '42', '1952', None, None, '57']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1952:0::125', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1952:0::125', 'doi:10.5169/seals-1005650']"
15955,"Brodard, F.-X.",Quelques trucs de ménagères [suite],Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '42', '1952', None, None, '61']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1952:0::128', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1952:0::128', 'doi:10.5169/seals-1005651']"
15956,"Fallet, M.",Encore Oin-Oin,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '42', '1952', None, None, '62']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1952:0::131', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1952:0::131', 'doi:10.5169/seals-1005652']"
15957,"Tagini, Jacques","À propos des ""Schurtendiebe""",Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '42', '1952', None, None, '63']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1952:0::76', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1952:0::76', 'doi:10.5169/seals-1005653']"
15958,"Mariétan, I.","Le ""vin du glacier"" et les vieux fromages d'Anniviers",Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '3']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::86', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::86', 'doi:10.5169/seals-1005713']"
15959,"Helfer, Edouard",Une tradition qui se perd,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '5']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::89', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::89', 'doi:10.5169/seals-1005714']"
15960,"Brodard, F.-X.",L'ayộba i pouệ,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '7']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::92', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::92', 'doi:10.5169/seals-1005715']"
15961,"Schüle, E.",Le conte du paroissien négligent,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '8']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::95', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::95', 'doi:10.5169/seals-1005716']"
15962,"Surdez, Aimé",Pélerinages d'autrefois et d'aujourd'hui,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '17']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::98', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::98', 'doi:10.5169/seals-1005717']"
15963,"Rais, André","Les ronds-cœurs, friandises du Clos du Doubs",Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '21']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::99', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::99', 'doi:10.5169/seals-1005718']"
15964,"Beuret-Frantz, Jos.",Vieux langage et traditions du Jura,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '23']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::102', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::102', 'doi:10.5169/seals-1005719']"
15965,"Surdez, Jules","Le compliment du ""bouquet"" = Lə konpyimạn di bókạ : patois de la Montagne des Bois",Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '27']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::105', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::105', 'doi:10.5169/seals-1005720']"
15966,"Surdez, Jules",Le cortège charivarique du Mardi-gras = L bètchẹ̀ (l rètyètyẹ̀) d Karimantrạn,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '29']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::108', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::108', 'doi:10.5169/seals-1005721']"
15967,"Fallet, Marius",L'appensionnement,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '31']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::112', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::112', 'doi:10.5169/seals-1005722']"
15968,"Fallet, Marius",Le folklore horloger,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '33']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::116', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::116', 'doi:10.5169/seals-1005723']"
15969,"Fallet, Marius",Le centenaire d'un illustre inconnu : Oin-Oin (1852-1923),Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '36']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::117', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::117', 'doi:10.5169/seals-1005724']"
15970,"Fallet, Edouard-M.",Le folklore musical neuchâtelois,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '38']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::120', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::120', 'doi:10.5169/seals-1005725']"
15971,"Jung, F.",Les fêtes du Doubs,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '41']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::123', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::123', 'doi:10.5169/seals-1005726']"
15972,"Fallet, Marius",Les Compagnies de Village,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '45']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::124', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::124', 'doi:10.5169/seals-1005727']"
15973,"Fallet, M.",L'outillage horloger,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '49']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::125', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::125', 'doi:10.5169/seals-1005728']"
15974,"Brodard, F.-X.","Le ""bouébo"" du chalet",Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '56']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::126', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::126', 'doi:10.5169/seals-1005729']"
15975,"Mariétan, I.",La fontaine des Mamberzes à Zinal,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '61']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::73', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::73', 'doi:10.5169/seals-1005730']"
15976,"Fallet, Marius",La banderolle du marché du Locle,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '63']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::76', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::76', 'doi:10.5169/seals-1005731']"
15977,"Brodard, F.-X.",Quelques trucs de ménagères [suite],Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '41', '1951', None, None, '64']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1951:0::79', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1951:0::79', 'doi:10.5169/seals-1005732']"
15978,"Junod, Louis",Encore la fête de la Saint-Jacques,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '1']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::80', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::80', 'doi:10.5169/seals-1005550']"
15979,"Cruchet, Jean",Le charivari à Pailly (Vaud),Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '4']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::83', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::83', 'doi:10.5169/seals-1005551']"
15980,"Nicolier, Henri",Le régime alimentaire dans un village des Préalpes vaudoises avant 1900,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '6']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::84', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::84', 'doi:10.5169/seals-1005552']"
15981,"Volonterio, A.",Nascite e Battesimi,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '11']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::87', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::87', 'doi:10.5169/seals-1005553']"
15982,[s.n.],La porte des morts,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '17']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::94', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::94', 'doi:10.5169/seals-1005554']"
15983,"Tagini, Jacques",Folklore ou ethnologie?,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '18']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::95', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::95', 'doi:10.5169/seals-1005555']"
15984,"Schüle, Ernest",Faut-il débaptiser notre bulletin?,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '19']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::98', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::98', 'doi:10.5169/seals-1005556']"
15985,"Balet, Zacharie",Grimisuat : la montée à l'alpage,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '24']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::101', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::101', 'doi:10.5169/seals-1005557']"
15986,"Bossard, Maurice",Une précision au sujet des ours de Berne,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '26']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::104', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::104', 'doi:10.5169/seals-1005558']"
15987,"Schüle, Ernest",Une charrue fantôme,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '27']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::107', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::107', 'doi:10.5169/seals-1005559']"
15988,"Brodard, François-Xavier",Petites notes de folklore fribourgeois,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '29']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::111', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::111', 'doi:10.5169/seals-1005560']"
15989,[s.n.],Une ancienne coutume du Premier Mai en Anniviers,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '30']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::114', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::114', 'doi:10.5169/seals-1005561']"
15990,"Buhler, Théodore",Les mines d'argent de Sainte-Marie (Alsace),Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '33']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::118', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::118', 'doi:10.5169/seals-1005562']"
15991,"Surdez, Jules",Sociétés de garçons,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '50']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::121', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::121', 'doi:10.5169/seals-1005563']"
15992,"Junod, Louis",Charivari et société de garçons à Cudrefin en 1783,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '55']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::126', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::126', 'doi:10.5169/seals-1005564']"
15993,"Chuard, J.-P.","Note sur quelques cas de charivari à Aigle, à la fin du XVIIIe siècle",Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '57']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::131', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::131', 'doi:10.5169/seals-1005565']"
15994,"Brodard, F.-X.","La ""Bénichon à La Roche"", en 1880",Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '60']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::132', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::132', 'doi:10.5169/seals-1005566']"
15995,"Volonterio, A.",Tradizioni del mio paese,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '49', '1959', None, None, '61']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1959:0::135', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1959:0::135', 'doi:10.5169/seals-1005567']"
15996,"Mariétan, Ignace",Applications diverses de la pierre ollaire,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '1']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::81', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::81', 'doi:10.5169/seals-1005526']"
15997,"Helfer, Edouard",De la Saint-Louis à d'autres saints et aux amicales,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '7']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::84', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::84', 'doi:10.5169/seals-1005527']"
15998,"Brodard, Hélène","La composition d'un lit en Gruyère, il y a 70 à 80 ans",Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '9']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::87', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::87', 'doi:10.5169/seals-1005528']"
15999,"Pasche, Oscar",Rondes et rimes enfantines du Jorat vaudois,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '11']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::90', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::90', 'doi:10.5169/seals-1005529']"
16000,"Tagini, Jacques",Un curieux banc,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '14']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::91', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::91', 'doi:10.5169/seals-1005530']"
16001,"Gremaud, Henri",À propos d'une vieille chanson et d'un héros pastoral gruérien,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '17']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::95', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::95', 'doi:10.5169/seals-1005531']"
16002,"Bourdin, Alexandre",Les mèges d'Hérémence,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '23']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::96', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::96', 'doi:10.5169/seals-1005532']"
16003,"Brodard, F.-X.","Le fourneau de molasse de nos vieilles maisons, à La Roche et ailleurs en Gruyère",Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '25']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::99', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::99', 'doi:10.5169/seals-1005533']"
16004,"Helfer, Edouard",Mœurs fribourgeoises d'autrefois (Lac),Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '29']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::102', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::102', 'doi:10.5169/seals-1005534']"
16005,"Bühler, Théodore","Les ""Conscrits""!",Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '33']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::106', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::106', 'doi:10.5169/seals-1005535']"
16006,"Pittet, Denis",Description technique du fourneau de molasse fribourgeois,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '43']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::107', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::107', 'doi:10.5169/seals-1005536']"
16007,"Schüle, R.-C.",Médecins et guérisseurs à Nendaz,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '45']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::110', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::110', 'doi:10.5169/seals-1005537']"
16008,"Page, Louis",Les écureuils et les ratons romontois,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '49']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::111', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::111', 'doi:10.5169/seals-1005538']"
16009,"Bavaud, Georges",Quelques aspects de la vie sacramentelle et liturgique du diocèse de Lausanne à la fin du moyen âge,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '53']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::112', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::112', 'doi:10.5169/seals-1005539']"
16010,"Bugnon, Camille",Confrérie de Saint Eloi à Cugy (FR),Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '59']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::116', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::116', 'doi:10.5169/seals-1005540']"
